Symbol	GOs
LOC117822844	GO:0004714,GO:0004714,GO:0005515,GO:0005524,GO:0006468,GO:0006909,GO:0007169,GO:0007169,GO:0007275,GO:0007399,GO:0016020,GO:0016477,GO:0033674,GO:0043235
LOC117815635	GO:0004683,GO:0005516,GO:0005524,GO:0005622,GO:0018105
LOC117810744	GO:0000398,GO:0003723,GO:0005634
sema3fa	GO:0001755,GO:0005615,GO:0007411,GO:0030215,GO:0030335,GO:0045499,GO:0048843,GO:0050919,GO:0071526
gnat1	GO:0001664,GO:0003924,GO:0003924,GO:0005525,GO:0005834,GO:0007188,GO:0007188,GO:0031683,GO:0031683
edem1	GO:0004571,GO:0004571,GO:0005509,GO:0005783,GO:0005975,GO:0016020,GO:1904380,GO:1904382
arl8ba	GO:0003924,GO:0005525,GO:0005765,GO:0008089,GO:0015031
tnfrsf18	GO:0002720,GO:0005515,GO:0009897,GO:0046642,GO:0050731,GO:0050829,GO:0050830,GO:2000406
si:ch73-361p23.3	GO:0009897,GO:0019955,GO:0038023,GO:0042127
LOC117821062	.
ddi2	GO:0004190,GO:0005515,GO:0006508
si:ch73-15b2.5	GO:0005085,GO:0005085,GO:0005634,GO:0005737,GO:0090630
cplane2	GO:0003924,GO:0003924,GO:0005525
LOC117820419	GO:0005634,GO:0005737
epha2a	GO:0005005,GO:0005515,GO:0005524,GO:0005886,GO:0006468,GO:0007169,GO:0007411,GO:0043005
h6pd	GO:0004345,GO:0004345,GO:0005783,GO:0006006,GO:0006006,GO:0006098,GO:0009051,GO:0017057,GO:0050661,GO:0050661
LOC117815646	.
rbp7b	GO:0005504,GO:0005634,GO:0005829,GO:0015908
cenps	GO:0000712,GO:0003682,GO:0031297,GO:0043240,GO:0046982,GO:0071821,GO:0071821
tardbp	GO:0003723,GO:0003723,GO:0005654,GO:0010468
gnb1b	GO:0005515,GO:0005737,GO:0005834,GO:0007186,GO:0030159
si:ch211-161c3.5	.
si:ch211-161c3.6	GO:0000785,GO:0003677,GO:0003712,GO:0005634,GO:0005634,GO:0006355,GO:0006355
mst1	GO:0004252,GO:0005102,GO:0005615,GO:0006508
abhd14b	GO:0005737
cacna2d2a	GO:0005245,GO:0005891
hyal1	GO:0004415,GO:0004415,GO:0005975,GO:0005975,GO:0030214
hyal2a	GO:0004415,GO:0004415,GO:0005975,GO:0005975,GO:0030214,GO:0033906
tusc2a	GO:0005739,GO:0006954,GO:0051881
LOC117809096	GO:0005634,GO:0007265,GO:0015630
zmynd10	GO:0005737,GO:0034451,GO:0036158,GO:0036159,GO:0044458
nprl2	GO:0005096,GO:0005774,GO:0010508,GO:0034198,GO:1904262,GO:1990130
hemk1	GO:0003676,GO:0005739,GO:0006479,GO:0008276
cish	GO:0005942,GO:0035556,GO:0046854,GO:0046935
LOC117817444	GO:0003785,GO:0005737,GO:0005884,GO:0010591,GO:0010976,GO:0030016,GO:0030042,GO:0042989,GO:0051015,GO:0051016
wdr82	GO:0003682,GO:0005515,GO:0048188,GO:0080182
glyctk	GO:0005737,GO:0006468,GO:0008887
tcta	.
mon1bb	GO:0006623,GO:0006623,GO:0016192
brpf3a	GO:0005515,GO:0006357,GO:0070776
si:dkey-183j2.10	GO:0004971,GO:0005886,GO:0006811,GO:0032281,GO:0035249,GO:0043197,GO:0045211,GO:0050804,GO:1904315
plch2b	GO:0004435,GO:0004435,GO:0005509,GO:0006629,GO:0048015
skib	GO:0000978,GO:0000981,GO:0005634,GO:0030514,GO:0046332,GO:0046332
tmem51b	.
LOC117820873	GO:0005515
kaznb	.
LOC117820885	.
prdm2b	GO:0000977,GO:0000981,GO:0005515,GO:0005634,GO:0006357,GO:0016571,GO:0042054
LOC117815722	.
foxj3	GO:0000978,GO:0000981,GO:0005634,GO:0006357
LOC117810632	GO:0005515,GO:0008270
ppcs	GO:0004632,GO:0005634,GO:0005737,GO:0015937
utp3	GO:0000462,GO:0005730,GO:0032040
LOC117818852	.
fam83e	GO:0007173
LOC117819412	GO:0005886
si:dkey-264d12.5	.
LOC117814427	GO:0005794,GO:0005975,GO:0005975,GO:0016020,GO:0016020,GO:0016758,GO:0016758,GO:0030259,GO:0031982
znf362a	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0007417
LOC117821116	.
trim62.1	GO:0005515,GO:0008270,GO:0043123,GO:0045087,GO:0051092
LOC117815752	GO:0005515,GO:0010972,GO:0010972,GO:0030336,GO:0030336
mmel1	GO:0004222,GO:0004222,GO:0005886,GO:0016485
prxl2b	.
slc45a1	GO:0008506,GO:0016020,GO:0055085
si:ch211-222l21.1	.
LOC117831247	.
ccdc114	GO:0003341,GO:0005930,GO:0036158
LOC117815793	GO:0004930,GO:0004930,GO:0007186,GO:0007186,GO:0016020,GO:0016020,GO:0050916,GO:0050917
errfi1a	GO:0031234,GO:0042059,GO:0045616
LOC117818985	.
mrps16	GO:0003735,GO:0003735,GO:0005763,GO:0005840,GO:0005840,GO:0032543
pax7a	GO:0000978,GO:0000981,GO:0000981,GO:0006357,GO:0048856
park7	GO:0005634,GO:0005829,GO:0036524,GO:0036529,GO:0106046
LOC117811690	GO:0004033,GO:0005249,GO:0005737,GO:0006813,GO:0008076,GO:0015459,GO:0016020,GO:0031234,GO:0044224,GO:0044325,GO:0055085,GO:0098900,GO:1901379
megf6b	GO:0005509,GO:0005515
akr7a3	.
mrto4	GO:0000027,GO:0000956,GO:0003723,GO:0005730,GO:0006364,GO:0030687,GO:0042273
iffo2b	.
terf2ip	GO:0006355,GO:0010833,GO:0042162,GO:0070187
pparg	GO:0000122,GO:0000978,GO:0004879,GO:0004879,GO:0005634,GO:0008270,GO:0009755,GO:0019216,GO:0030154,GO:0045944,GO:0050728
LOC117807677	GO:0002020,GO:0005615,GO:0008191,GO:0008191,GO:0010033,GO:0010951,GO:0031012,GO:0051045
syn2b	GO:0005524,GO:0007269,GO:0007269,GO:0008021,GO:0030672
tamm41	GO:0004605,GO:0004605,GO:0005739,GO:0016024,GO:0032049,GO:0032049
vgll4b	GO:0001223,GO:0045892
atg7	GO:0000045,GO:0000407,GO:0000422,GO:0005737,GO:0005737,GO:0006501,GO:0006995,GO:0019778,GO:0019779,GO:0032446,GO:0034727,GO:0044805
LOC117807990	.
hrh1	GO:0005886,GO:0016907,GO:0071880
LOC117818334	.
trnag-gcc	.
trnag-gcc_1	.
LOC117815837	.
trnag-gcc_2	.
trnag-gcc_3	.
trnag-gcc_4	.
trnag-gcc_5	.
trnag-gcc_6	.
trnag-gcc_7	.
trnag-gcc_8	.
trnag-gcc_9	.
trnag-gcc_10	.
trnag-gcc_11	.
trnag-gcc_12	.
trnag-gcc_13	.
trnag-gcc_14	.
trnag-gcc_15	.
trnag-gcc_16	.
trnag-gcc_17	.
trnag-gcc_18	.
trnag-gcc_19	.
trnag-gcc_20	.
trnag-gcc_21	.
trnag-gcc_22	.
trnag-gcc_23	.
trnag-gcc_24	.
trnag-gcc_25	.
trnag-gcc_26	.
trnag-gcc_27	.
LOC117815916	.
LOC117815960	.
trnag-gcc_28	.
trnag-gcc_29	.
trnag-gcc_30	.
trnag-gcc_31	.
trnag-gcc_32	.
trnag-gcc_33	.
trnag-gcc_34	.
trnag-gcc_35	.
trnag-gcc_36	.
trnag-gcc_37	.
trnag-gcc_38	.
trnag-gcc_39	.
trnag-gcc_40	.
trnag-gcc_41	.
trnag-gcc_42	.
trnag-gcc_43	.
trnag-gcc_44	.
trnag-gcc_45	.
trnag-gcc_46	.
trnag-gcc_47	.
LOC117829093	.
LOC117815967	.
LOC117816001	.
slc6a1b	GO:0005332,GO:0005886,GO:0006836,GO:0009986,GO:0030424,GO:0035725
slc6a11b	GO:0016020,GO:0016020,GO:0035725
LOC117820647	.
atp2b2	GO:0005388,GO:0005388,GO:0005524,GO:0016887,GO:0030165,GO:0043231,GO:0051480,GO:0070588,GO:0098839
LOC117820643	.
iars1	GO:0000049,GO:0002161,GO:0004822,GO:0004822,GO:0005524,GO:0006428,GO:0006428
LOC117810735	GO:0005200,GO:0005737,GO:0005882,GO:0005886,GO:0030424,GO:0045109
rpl29	GO:0002181,GO:0003735,GO:0003735,GO:0005840,GO:0005840,GO:0022625
dusp7	GO:0005737,GO:0005829,GO:0006470,GO:0008330,GO:0017017,GO:0017017,GO:0043409
poc1a	GO:0005515,GO:0005814,GO:0036064,GO:0060271
b9d2	GO:0036038,GO:0060271
alas1	GO:0003870,GO:0003870,GO:0005739,GO:0005759,GO:0006783,GO:0030170,GO:0042541,GO:0048821
LOC117820256	.
LOC117818243	.
itga7	GO:0005178,GO:0007160,GO:0007229,GO:0008305,GO:0008305,GO:0009897,GO:0033627,GO:0050900,GO:0098609
npffl	GO:0005184,GO:0005184
LOC117817033	GO:0004864,GO:0004864,GO:0005737,GO:0035556
LOC117817025	GO:0004114,GO:0007165
nckap1l	GO:0000902,GO:0016477,GO:0030031,GO:0030866,GO:0031209,GO:0048812
LOC117817897	.
LOC117819524	.
col2a1b	GO:0005201,GO:0005515,GO:0005585
LOC117817481	GO:0005515,GO:0005886
myg1	GO:0005634,GO:0005737
LOC117819066	GO:0004706,GO:0005524,GO:0007254,GO:0046777
LOC117811153	GO:0003697,GO:0003729,GO:0005634,GO:0005654,GO:0005737,GO:0010468,GO:0051252
prr13	.
LOC117810537	GO:0005024,GO:0005524,GO:0005524,GO:0005886,GO:0006468,GO:0006468,GO:0030509,GO:0043235,GO:0071363
LOC117810556	GO:0005634,GO:0006355
sp1	GO:0000978,GO:0000981,GO:0006357
tespa1	GO:0005102
tarbp2	GO:0003725,GO:0035197,GO:0046782,GO:0070578,GO:0070883,GO:0070921,GO:1903798
sp7	GO:0000978,GO:0000981,GO:0006357
igsf8	.
soat2	GO:0000062,GO:0005789,GO:0008203,GO:0015485,GO:0033344,GO:0034736
kif5ab	GO:0003777,GO:0003777,GO:0005524,GO:0007018,GO:0007018,GO:0007052,GO:0008017
dctn2	GO:0005737,GO:0005813,GO:0005869,GO:0005869,GO:0007052
ddit3	GO:0000122,GO:0000978,GO:0001228,GO:0005737,GO:0006983,GO:0008134,GO:0032792,GO:0036488,GO:0046982,GO:0070059,GO:1990440,GO:1990617,GO:1990622,GO:2001244
mars1	GO:0004825,GO:0004825,GO:0005524,GO:0005829,GO:0006431,GO:0006431,GO:0017101
arhgap9	GO:0005515,GO:0005543,GO:0005737,GO:0007165,GO:0043087
LOC117815538	.
LOC117818609	GO:0000978,GO:0000981,GO:0006357,GO:0048856
LOC117818619	.
gli1	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0007224
LOC117817504	.
LOC117817495	GO:0005125,GO:0005179,GO:0005576,GO:0005576,GO:0005615,GO:0008083,GO:0030509,GO:0060395
LOC117813827	GO:0003676
LOC117817186	GO:0003009,GO:0005515,GO:0031234,GO:1901387,GO:1903078
LOC117817190	.
LOC117829752	GO:0005102
shmt2	GO:0000900,GO:0002082,GO:0004372,GO:0004372,GO:0005634,GO:0005737,GO:0005743,GO:0005759,GO:0005829,GO:0006565,GO:0008270,GO:0009113,GO:0019264,GO:0019264,GO:0030170,GO:0030170,GO:0035999,GO:0035999,GO:0042803,GO:0046655,GO:0048027,GO:0050897,GO:0051289,GO:0070552,GO:0070905
LOC117810800	GO:0005751
LOC117810811	.
fam210b	GO:0005739
ppp1r16b	GO:0004857,GO:0005515,GO:0005737,GO:0019888,GO:0061028,GO:1903670
LOC117819957	GO:0005096,GO:0005737,GO:0007165,GO:0030833,GO:0051056
slc32a1	GO:0003333,GO:0005774,GO:0015171
aurka	GO:0004672,GO:0004672,GO:0005524,GO:0005876,GO:0006468,GO:0007052,GO:0031616,GO:0032133,GO:0032465,GO:0051233
prelid3b	GO:0005758,GO:0015914,GO:1990050
tubb1	GO:0000226,GO:0000278,GO:0003924,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
LOC117818521	GO:0003924,GO:0003924,GO:0005159,GO:0005525,GO:0005834,GO:0007191,GO:0007606,GO:0031683,GO:0031683,GO:0031698,GO:0031748,GO:0031852,GO:0035255,GO:0051430
ipo9	GO:0005635,GO:0005829,GO:0006606,GO:0031267
shisa4	.
lmod1b	GO:0003779,GO:0005523,GO:0005865,GO:0006936,GO:0030016,GO:0030239,GO:0051694
timm17a	GO:0005743,GO:0005744,GO:0005744,GO:0008320,GO:0008320,GO:0030150,GO:0030150
LOC117816393	GO:0003924,GO:0003924,GO:0005525,GO:0005525,GO:0005886,GO:0019003,GO:0032486,GO:0032486,GO:0071320,GO:2000301
LOC117820287	.
inka2	GO:0005634,GO:0019901,GO:0030291
LOC117820315	GO:0005250,GO:0008076,GO:0016020,GO:0043025,GO:0097623
LOC117820273	GO:0005515
LOC117820263	GO:0005250,GO:0005515,GO:0008076,GO:0008076,GO:0016020,GO:0043025,GO:0051260,GO:0097623
LOC117823641	.
LOC117810861	GO:0005109,GO:0005125,GO:0005576,GO:0005576,GO:0005615,GO:0007275,GO:0007275,GO:0030182,GO:0045165,GO:0060070
st7l	GO:0005515
tox2	GO:0005634,GO:0006357,GO:0031490
snta1	GO:0005198,GO:0005515,GO:0005622,GO:0016010,GO:0031594,GO:0042383
LOC117821335	.
cbfa2t2	GO:0003714,GO:0003714,GO:0005634,GO:0006351,GO:0045892,GO:0045892
necab3	GO:0000137,GO:0005509,GO:0005737,GO:0005783,GO:0042984
rbck1	GO:0004842,GO:0043123,GO:0043130,GO:0043161,GO:0071797,GO:0097039
tbc1d20	GO:0005096,GO:0005789,GO:0006888,GO:0043547
znfx1	GO:0004386,GO:0005634,GO:0008270,GO:0031048,GO:0031380
LOC117819899	GO:0000902,GO:0005509,GO:0005509,GO:0005886,GO:0005912,GO:0007043,GO:0007156,GO:0007275,GO:0016339,GO:0016342,GO:0034332,GO:0045296
LOC117829992	.
LOC117819144	.
tfap2c	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0042127,GO:0048856
rtf2	GO:0005634,GO:0071171,GO:1902979
gcnt7	GO:0008375,GO:0016020
eya2	GO:0004725,GO:0005634,GO:0007275,GO:0030154,GO:0045739,GO:2001240
tgm5l	GO:0003810,GO:0003810,GO:0018149,GO:0018149
pxmp4	GO:0005778
itcha	GO:0005515,GO:0006511,GO:0035519,GO:0061630,GO:0070534,GO:0070936
bloc1s1	GO:0016197,GO:0031083
rdh5	GO:0016491
gls2b	GO:0004359,GO:0004359,GO:0005515,GO:0006537,GO:0006543
LOC117824340	.
LOC117824532	GO:0004252,GO:0004252,GO:0005615,GO:0006508,GO:0006508
LOC117818884	GO:0004252,GO:0004252,GO:0005615,GO:0006508,GO:0006508
LOC117817375	.
asic1b	GO:0016020,GO:0016020,GO:0035725,GO:0044736
smarcd1	GO:0005634,GO:0006357,GO:0016514
LOC117820996	GO:0005829,GO:0005975,GO:0006116,GO:0009331,GO:0042803,GO:0046168,GO:0047952,GO:0051287
cers5	GO:0003677,GO:0016020,GO:0046513,GO:0046513,GO:0050291,GO:0050291
LOC117815931	.
LOC117812622	GO:0005737,GO:0008171,GO:0008173,GO:0010586,GO:2000632
ppp4r1l	GO:0005515,GO:0006470,GO:0019888
rab22a	GO:0003924,GO:0005525
LOC117812981	GO:0005789,GO:0005789,GO:0005886,GO:0033149,GO:0061817,GO:0090158
apcdd1l	GO:0005886,GO:0017147,GO:0030178
LOC117811671	.
LOC117811665	GO:0004715,GO:0005524,GO:0006468,GO:0007155,GO:0007173,GO:0030154,GO:0031234,GO:0036035,GO:0045087,GO:0045453,GO:0050847,GO:0070851,GO:2001237,GO:2001243
manbal	GO:0016020,GO:0016020
LOC117816519	GO:0000978,GO:0000981,GO:0001816,GO:0005667,GO:0006357,GO:0008134,GO:0033173
LOC117817945	.
LOC117817926	GO:0004497,GO:0005506,GO:0005743,GO:0006700,GO:0006704,GO:0008203,GO:0016705,GO:0020037,GO:0034650,GO:0071375
LOC117814234	.
LOC117814229	GO:0008080
LOC117814224	GO:0004930,GO:0007186,GO:0008080,GO:0016020
LOC117814250	.
LOC117814241	.
slc12a5a	GO:0006884,GO:0007268,GO:0015379,GO:0015379,GO:0016020,GO:0016020,GO:0055064,GO:0055075,GO:1902476,GO:1990573
LOC117814299	.
ncoa5	GO:0003723,GO:0005654,GO:0009966
LOC117814293	GO:0008290,GO:0008290,GO:0030036,GO:0030479,GO:0051015,GO:0051016,GO:0051016
mov10a	GO:0003723,GO:0032574
LOC117812509	GO:0003924,GO:0003924,GO:0005525,GO:0005525,GO:0007264,GO:0043005
LOC117816153	.
ppm1j	GO:0004722,GO:0006470
LOC117828701	GO:0005615,GO:0048018
LOC117819937	.
LOC117819283	GO:0005515
slc16a1a	GO:0008028,GO:0008028,GO:0015718,GO:0015718,GO:0016020,GO:0055085
sycp1	GO:0000711,GO:0000795,GO:0000795,GO:0000801,GO:0000802,GO:0001673,GO:0003690,GO:0007130,GO:0007130,GO:0051026,GO:0051878
LOC117811292	.
slc5a8l	GO:0005343,GO:0006814,GO:0015730,GO:0016020
tshba	GO:0005179,GO:0005179,GO:0005576,GO:0005576,GO:0005615,GO:0005737,GO:0007186
slc25a55a	GO:0005313,GO:0015183,GO:0015810,GO:0015813,GO:0043490
tspan2a	GO:0016020,GO:0016020
ngfb	GO:0005163,GO:0007169,GO:0007613,GO:0008083,GO:0021675,GO:0033138,GO:0038180,GO:0043524,GO:0045664,GO:0048672,GO:0048812
LOC117817229	.
LOC117817198	.
LOC117817235	.
LOC117817191	GO:0005251,GO:0005515,GO:0008076,GO:0008076,GO:0016020,GO:0051260,GO:0071805
LOC117817426	GO:0005251,GO:0005515,GO:0008076,GO:0008076,GO:0016020,GO:0030425,GO:0043679,GO:0044224,GO:0051260,GO:0071805
LOC117813385	GO:0005251,GO:0005515,GO:0008076,GO:0008076,GO:0016020,GO:0051260,GO:0071805
LOC117813484	.
LOC117813394	.
rplp2	GO:0002182,GO:0002182,GO:0003735,GO:0003735,GO:0005840,GO:0022625,GO:0022625
LOC117813422	GO:0001609,GO:0001609,GO:0001973,GO:0016020,GO:0030425,GO:0045202
LOC117813431	GO:0001609,GO:0001609,GO:0001973,GO:0016020,GO:0030425,GO:0045202
LOC117813473	.
LOC117813495	.
LOC117813411	GO:0005929,GO:0051015,GO:0061512
LOC117822799	.
tead3b	GO:0000978,GO:0000981,GO:0005667,GO:0006357,GO:0035329,GO:0035329,GO:0048568
smpd2b	GO:0004767,GO:0005737
LOC117821221	GO:0005634,GO:0005737,GO:0005886,GO:0005912,GO:0007043,GO:0045110,GO:0045296,GO:0098609
LOC117820690	GO:0005523,GO:0005861,GO:0005861,GO:0006937,GO:0030172,GO:0031013,GO:0045214,GO:0060048
LOC117820761	.
LOC117820620	GO:0005861,GO:0005861,GO:0006936
csrp1b	GO:0005634,GO:0005737,GO:0008307,GO:0030018,GO:0042805,GO:0045214,GO:0060537
LOC117816707	GO:0001578,GO:0001764,GO:0007399,GO:0015630,GO:0016887,GO:0022008,GO:0043194
LOC117816406	GO:0005515
LOC117816019	GO:0001786,GO:0005509,GO:0005544,GO:0014059,GO:0017158,GO:0019905,GO:0030276,GO:0030424,GO:0030672,GO:0031045,GO:0048488,GO:0048791,GO:0071277
LOC117816022	GO:0004857,GO:0005737,GO:0019208,GO:0019901
LOC117829416	.
LOC117816800	GO:0005515
LOC117829558	.
igfn1.4	GO:0005515
LOC117829250	GO:0005515
LOC117816866	GO:0005515
LOC117829704	.
LOC117829330	GO:0001640,GO:0007216,GO:0016020,GO:0051966
LOC117816916	.
nudt3b	GO:0000298,GO:0005634,GO:0005737,GO:0008486,GO:0034431,GO:0034432,GO:0071543,GO:1901907,GO:1901909,GO:1901911
rps10	GO:0003723,GO:0003735,GO:0022627
pacsin1b	GO:0005515,GO:0005543,GO:0005737,GO:0005768,GO:0005886,GO:0007010,GO:0030100,GO:0048812,GO:0097320,GO:1900006
LOC117816981	GO:0003676,GO:0015074
LOC117818344	GO:0000981,GO:0005634,GO:0006357,GO:0030154,GO:0043565
ilrun	GO:0000407,GO:0016236,GO:0043130
snrpc	GO:0000387,GO:0000387,GO:0000395,GO:0000398,GO:0000398,GO:0005634,GO:0005685,GO:0005685,GO:0008270,GO:0030627
anks1ab	GO:0005515,GO:0005829
LOC117813969	GO:0001669,GO:0010737,GO:0036126,GO:1902490
phc2b	GO:0005515,GO:0005634,GO:0008270,GO:0035102
LOC117812918	.
LOC117812928	.
LOC117812902	.
slc2a1b	GO:0015149,GO:0015749,GO:0016323,GO:0016324,GO:0032868
si:dkey-166d12.2	GO:0005096,GO:0005096,GO:0005737,GO:0051056,GO:0090630
LOC117815278	.
padi2	GO:0004668,GO:0004668,GO:0005509,GO:0005737
LOC117817888	.
lrig2	GO:0005515
LOC117816302	GO:0005515,GO:0005737,GO:0007165
im:7151449	.
LOC117810354	.
LOC117810371	.
si:ch211-286o17.1	GO:0007155,GO:0016020
LOC117830162	GO:0007186,GO:0007186,GO:0016020,GO:0016020,GO:0016503,GO:0016503
LOC117830237	GO:0007186,GO:0007186,GO:0016020,GO:0016020,GO:0016503,GO:0016503
phtf1	GO:0005783
pfkfb2b	GO:0003873,GO:0003873,GO:0004331,GO:0005524,GO:0005524,GO:0005829,GO:0006000,GO:0006003,GO:0006003
yod1	GO:0004843,GO:0005515,GO:0005634,GO:0005829,GO:0016579,GO:0030433,GO:0030968
zgc:158258	.
kif17	GO:0003777,GO:0003777,GO:0005524,GO:0007018,GO:0007018,GO:0008017
sh2d5	GO:0014069
hp1bp3	GO:0000786,GO:0003677,GO:0003677,GO:0005634,GO:0005694,GO:0006334,GO:0031491,GO:0070828
eif4g3a	GO:0003729,GO:0003743,GO:0005515,GO:0016281
LOC117812693	.
LOC117813171	GO:0004222,GO:0004222,GO:0005886,GO:0016486
alpl	GO:0004035,GO:0005886,GO:0016311
trnap-agg	.
LOC117816184	GO:0005576,GO:0005576,GO:0030250,GO:0030250
si:ch211-220m17.5	GO:0005576,GO:0005576,GO:0030250,GO:0030250
nmur3	GO:0001607,GO:0005886,GO:0007186,GO:0007186
lactbl1b	.
LOC117818664	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117816797	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117818699	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
pank4	GO:0004594,GO:0004594,GO:0005524,GO:0005524,GO:0005634,GO:0005829,GO:0015937,GO:0015937
draxin	GO:0005576,GO:0005576,GO:0007411,GO:0007411,GO:0016055,GO:0016055
agtrap	GO:0005886,GO:0008217,GO:0038166,GO:0038166
rnf207a	GO:0008270,GO:0030544,GO:0044325,GO:0048471,GO:0055117,GO:1901207,GO:1903762,GO:1903954
zpr1	GO:0005634,GO:0005737,GO:0008270
LOC117808780	.
rpl22	GO:0002181,GO:0003723,GO:0003735,GO:0003735,GO:0005840,GO:0005840
chd5	GO:0000122,GO:0000785,GO:0003677,GO:0003677,GO:0003682,GO:0005524,GO:0005634,GO:0006338,GO:0006338,GO:0016581,GO:0016887,GO:0042393,GO:0140658,GO:0140658
arhgef10la	GO:0005085,GO:0005085,GO:0005515,GO:0005829,GO:0030036,GO:0032933,GO:0051496
LOC117817880	.
igsf21a	GO:0005912,GO:0007156,GO:0007157
klhdc7a	GO:0005515
c1h1orf158	.
dhrs3b	GO:0005811,GO:0016616
LOC117822681	.
lrrc38b	GO:0005249,GO:0008076,GO:0044325,GO:0099104
ephb2b	GO:0005005,GO:0005515,GO:0005524,GO:0005886,GO:0006468,GO:0007169,GO:0007411,GO:0021952,GO:0043005
LOC117823148	.
LOC117811424	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
atrip	GO:0000077,GO:0006281
LOC117811431	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811454	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811440	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811401	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811408	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811415	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811383	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811462	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811449	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811390	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC117811374	.
trib3	GO:0004672,GO:0005524,GO:0005634,GO:0006468,GO:0031434,GO:0032436,GO:0043405
pnp4a	GO:0004731,GO:0004731,GO:0005737,GO:0009116
rem1	GO:0003924,GO:0005246,GO:0005525,GO:0005525,GO:0005886,GO:1901842
LOC117818076	.
st3gal8	GO:0003836,GO:0006486
unm_sa1614	GO:0005096,GO:0005096,GO:0005515,GO:0005737,GO:0043547,GO:0043547
fer1l4	GO:0007009,GO:0016020
cpne1	GO:0005544,GO:0005886,GO:0043122,GO:0071277,GO:1903265
rbm12	GO:0003723,GO:0003723,GO:0005654,GO:0043484,GO:1990904
nfs1	GO:0005634,GO:0005739,GO:0005829,GO:0030170,GO:0031071,GO:0031071,GO:0044571
c1h6orf89	GO:0000139,GO:0005730
dram2b	GO:0005764,GO:0010506,GO:0045494
cept1b	GO:0004142,GO:0004307,GO:0005789,GO:0005794,GO:0006646
pth4	GO:0002076,GO:0005179,GO:0005179,GO:0005576,GO:0005576,GO:0007189,GO:0030282,GO:0032330,GO:0051428
LOC117822908	GO:0005388,GO:0005388,GO:0005524,GO:0016020,GO:0016887,GO:0030165,GO:0043231,GO:0051480,GO:0070588
LOC117817852	.
gpr37l1a	GO:0005886,GO:0007193,GO:0008528,GO:0043235,GO:0043410
nol8	GO:0003723,GO:0003723
cenpp	GO:0000775,GO:0000775,GO:0005634,GO:0034080,GO:0034080
ogna	GO:0005515
aspn	GO:0005515,GO:0005615
ecm2	GO:0005515,GO:0008201,GO:0010811,GO:0030198,GO:0031012,GO:0070052
ippk	GO:0005524,GO:0005524,GO:0005634,GO:0032958,GO:0035299,GO:0035299
rbbp5	GO:0005515,GO:0048188,GO:0051568
zgc:153675	.
hgh1	.
wu:fb55g09	.
nisch	GO:0005178,GO:0005737,GO:0019901,GO:0035091
stab1	GO:0005509,GO:0005540,GO:0007155
LOC117821592	GO:0004842,GO:0005515,GO:0008270,GO:0016567
si:dkeyp-87e7.4	.
kctd6a	GO:0005515,GO:0051260
LOC117813506	.
pdhb	GO:0004739,GO:0005967,GO:0006086
pxk	GO:0003779,GO:0004672,GO:0005524,GO:0005769,GO:0005770,GO:0006468,GO:0006622,GO:0008333,GO:0031313,GO:0035091,GO:0035091,GO:0045022
rpp14	GO:0001682,GO:0030677
LOC117814456	.
lmcd1	GO:0008270
LOC117810089	.
gmppb	GO:0000032,GO:0004475,GO:0004475,GO:0005525,GO:0005737,GO:0006486,GO:0009298,GO:0009298
pde12	GO:0000175,GO:0000288,GO:0005739
atp6ap1la	GO:0030641,GO:0033176
rps23	GO:0003735,GO:0003735,GO:0005840,GO:0005840,GO:0006412,GO:0006412,GO:0022627
LOC117810132	GO:0005515,GO:0005737,GO:0035556
ip6k1	GO:0000828,GO:0005634,GO:0005737,GO:0032958,GO:0032958,GO:0046854
trnav-aac	.
ccdc66	GO:0005874,GO:0005929,GO:0008017,GO:0060271
